date,movement,quality,expression,BenchmarkPct,player,Bio_completeness,Bio_composite,Msk_joint_range_completeness,Msk_joint_range_composite,Msk_load_tolerance_completeness,Msk_load_tolerance_composite,Subjective_completeness,Subjective_composite,Soreness_completeness,Soreness_composite,Sleep_completeness,Sleep_composite,emboss_baseline_score
2024-08-05,Jump,Take off,Dynamic,96.2,Édouard Mendy,0.88,7.65,0.97,-4.0,0.88,-4.42,0.81,-9.24,0.88,6.3,,,-0.74
2024-08-05,Jump,Land,Isometric,93.9,Édouard Mendy,0.88,7.65,0.97,-4.0,0.88,-4.42,0.81,-9.24,0.88,6.3,,,-0.74
2024-08-05,Jump,Land,Dynamic,100.26,Édouard Mendy,0.88,7.65,0.97,-4.0,0.88,-4.42,0.81,-9.24,0.88,6.3,,,-0.74
2024-08-05,Agility,Acceleration,Isometric,103.08,Reece James,0.91,-1.49,0.97,3.24,0.98,6.05,0.85,0.19,0.95,-9.85,0.8,-9.07,-1.82
2024-08-05,Agility,Acceleration,Dynamic,107.23,Reece James,0.91,-1.49,0.97,3.24,0.98,6.05,0.85,0.19,0.95,-9.85,0.8,-9.07,-1.82
2024-08-05,Sprint,Max velocity,Isometric,109.29,Reece James,0.91,-1.49,0.97,3.24,0.98,6.05,0.85,0.19,0.95,-9.85,0.8,-9.07,-1.82
2024-08-05,Sprint,Max velocity,Dynamic,97.76,Reece James,0.91,-1.49,0.97,3.24,0.98,6.05,0.85,0.19,0.95,-9.85,0.8,-9.07,-1.82
2024-08-05,Upper Body,Push,Isometric,97.77,Reece James,0.91,-1.49,0.97,3.24,0.98,6.05,0.85,0.19,0.95,-9.85,0.8,-9.07,-1.82
2024-08-05,Upper Body,Push,Dynamic,103.01,Reece James,0.91,-1.49,0.97,3.24,0.98,6.05,0.85,0.19,0.95,-9.85,0.8,-9.07,-1.82
2024-08-05,Upper Body,Pull,Isometric,101.64,Reece James,0.91,-1.49,0.97,3.24,0.98,6.05,0.85,0.19,0.95,-9.85,0.8,-9.07,-1.82
2024-08-05,Upper Body,Pull,Dynamic,103.12,Reece James,0.91,-1.49,0.97,3.24,0.98,6.05,0.85,0.19,0.95,-9.85,0.8,-9.07,-1.82
2024-08-05,Jump,Take off,Isometric,108.49,Reece James,0.91,-1.49,0.97,3.24,0.98,6.05,0.85,0.19,0.95,-9.85,0.8,-9.07,-1.82
2024-08-05,Jump,Take off,Dynamic,105.82,Reece James,0.91,-1.49,0.97,3.24,0.98,6.05,0.85,0.19,0.95,-9.85,0.8,-9.07,-1.82
2024-08-05,Jump,Land,Isometric,107.8,Reece James,0.91,-1.49,0.97,3.24,0.98,6.05,0.85,0.19,0.95,-9.85,0.8,-9.07,-1.82
2024-08-05,Jump,Land,Dynamic,91.8,Reece James,0.91,-1.49,0.97,3.24,0.98,6.05,0.85,0.19,0.95,-9.85,0.8,-9.07,-1.82
2024-08-05,Agility,Acceleration,Isometric,100.62,Ben Chilwell,0.88,7.36,0.82,4.77,0.81,5.94,0.98,-8.16,0.95,6.3,0.96,3.97,3.36
2024-08-05,Agility,Acceleration,Dynamic,97.2,Ben Chilwell,0.88,7.36,0.82,4.77,0.81,5.94,0.98,-8.16,0.95,6.3,0.96,3.97,3.36
2024-08-05,Sprint,Max velocity,Isometric,100.48,Ben Chilwell,0.88,7.36,0.82,4.77,0.81,5.94,0.98,-8.16,0.95,6.3,0.96,3.97,3.36
2024-08-05,Sprint,Max velocity,Dynamic,106.15,Ben Chilwell,0.88,7.36,0.82,4.77,0.81,5.94,0.98,-8.16,0.95,6.3,0.96,3.97,3.36
2024-08-05,Upper Body,Push,Isometric,94.05,Ben Chilwell,0.88,7.36,0.82,4.77,0.81,5.94,0.98,-8.16,0.95,6.3,0.96,3.97,3.36
2024-08-05,Upper Body,Push,Dynamic,102.07,Ben Chilwell,0.88,7.36,0.82,4.77,0.81,5.94,0.98,-8.16,0.95,6.3,0.96,3.97,3.36
2024-08-05,Upper Body,Pull,Isometric,108.51,Ben Chilwell,0.88,7.36,0.82,4.77,0.81,5.94,0.98,-8.16,0.95,6.3,0.96,3.97,3.36
2024-08-05,Upper Body,Pull,Dynamic,105.41,Ben Chilwell,0.88,7.36,0.82,4.77,0.81,5.94,0.98,-8.16,0.95,6.3,0.96,3.97,3.36
2024-08-05,Jump,Take off,Isometric,106.67,Ben Chilwell,0.88,7.36,0.82,4.77,0.81,5.94,0.98,-8.16,0.95,6.3,0.96,3.97,3.36
2024-08-05,Jump,Take off,Dynamic,97.42,Ben Chilwell,0.88,7.36,0.82,4.77,0.81,5.94,0.98,-8.16,0.95,6.3,0.96,3.97,3.36
2024-08-05,Jump,Land,Isometric,107.47,Ben Chilwell,0.88,7.36,0.82,4.77,0.81,5.94,0.98,-8.16,0.95,6.3,0.96,3.97,3.36
2024-08-05,Jump,Land,Dynamic,91.58,Ben Chilwell,0.88,7.36,0.82,4.77,0.81,5.94,0.98,-8.16,0.95,6.3,0.96,3.97,3.36
2024-08-05,Agility,Acceleration,Isometric,100.13,César Azpilicueta,0.93,8.74,1.0,2.67,0.93,0.15,0.93,-8.96,0.94,-1.3,0.92,-1.3,-0.0
2024-08-05,Agility,Acceleration,Dynamic,105.51,César Azpilicueta,0.93,8.74,1.0,2.67,0.93,0.15,0.93,-8.96,0.94,-1.3,0.92,-1.3,-0.0
2024-08-05,Sprint,Max velocity,Isometric,108.32,César Azpilicueta,0.93,8.74,1.0,2.67,0.93,0.15,0.93,-8.96,0.94,-1.3,0.92,-1.3,-0.0
2024-08-05,Sprint,Max velocity,Dynamic,100.68,César Azpilicueta,0.93,8.74,1.0,2.67,0.93,0.15,0.93,-8.96,0.94,-1.3,0.92,-1.3,-0.0
2024-08-05,Upper Body,Push,Isometric,92.05,César Azpilicueta,0.93,8.74,1.0,2.67,0.93,0.15,0.93,-8.96,0.94,-1.3,0.92,-1.3,-0.0
2024-08-05,Upper Body,Push,Dynamic,92.74,César Azpilicueta,0.93,8.74,1.0,2.67,0.93,0.15,0.93,-8.96,0.94,-1.3,0.92,-1.3,-0.0
2024-08-05,Upper Body,Pull,Isometric,92.46,César Azpilicueta,0.93,8.74,1.0,2.67,0.93,0.15,0.93,-8.96,0.94,-1.3,0.92,-1.3,-0.0
2024-08-05,Upper Body,Pull,Dynamic,101.79,César Azpilicueta,0.93,8.74,1.0,2.67,0.93,0.15,0.93,-8.96,0.94,-1.3,0.92,-1.3,-0.0
2024-08-05,Jump,Take off,Isometric,109.63,César Azpilicueta,0.93,8.74,1.0,2.67,0.93,0.15,0.93,-8.96,0.94,-1.3,0.92,-1.3,-0.0
2024-08-05,Jump,Take off,Dynamic,106.26,César Azpilicueta,0.93,8.74,1.0,2.67,0.93,0.15,0.93,-8.96,0.94,-1.3,0.92,-1.3,-0.0
2024-08-05,Jump,Land,Isometric,102.4,César Azpilicueta,0.93,8.74,1.0,2.67,0.93,0.15,0.93,-8.96,0.94,-1.3,0.92,-1.3,-0.0
2024-08-05,Jump,Land,Dynamic,103.78,César Azpilicueta,0.93,8.74,1.0,2.67,0.93,0.15,0.93,-8.96,0.94,-1.3,0.92,-1.3,-0.0
2024-08-05,Agility,Acceleration,Isometric,98.3,Andreas Christensen,0.98,0.39,0.83,5.5,0.98,-0.84,0.94,-5.34,0.9,3.41,0.87,4.82,1.32
2024-08-05,Agility,Acceleration,Dynamic,91.84,Andreas Christensen,0.98,0.39,0.83,5.5,0.98,-0.84,0.94,-5.34,0.9,3.41,0.87,4.82,1.32
2024-08-05,Sprint,Max velocity,Isometric,107.53,Andreas Christensen,0.98,0.39,0.83,5.5,0.98,-0.84,0.94,-5.34,0.9,3.41,0.87,4.82,1.32
2024-08-05,Sprint,Max velocity,Dynamic,99.07,Andreas Christensen,0.98,0.39,0.83,5.5,0.98,-0.84,0.94,-5.34,0.9,3.41,0.87,4.82,1.32
2024-08-05,Upper Body,Push,Isometric,94.23,Andreas Christensen,0.98,0.39,0.83,5.5,0.98,-0.84,0.94,-5.34,0.9,3.41,0.87,4.82,1.32
2024-08-05,Upper Body,Push,Dynamic,92.78,Andreas Christensen,0.98,0.39,0.83,5.5,0.98,-0.84,0.94,-5.34,0.9,3.41,0.87,4.82,1.32
2024-08-05,Upper Body,Pull,Isometric,90.73,Andreas Christensen,0.98,0.39,0.83,5.5,0.98,-0.84,0.94,-5.34,0.9,3.41,0.87,4.82,1.32
2024-08-05,Upper Body,Pull,Dynamic,99.58,Andreas Christensen,0.98,0.39,0.83,5.5,0.98,-0.84,0.94,-5.34,0.9,3.41,0.87,4.82,1.32
2024-08-05,Jump,Take off,Isometric,101.2,Andreas Christensen,0.98,0.39,0.83,5.5,0.98,-0.84,0.94,-5.34,0.9,3.41,0.87,4.82,1.32
2024-08-05,Jump,Take off,Dynamic,94.0,Andreas Christensen,0.98,0.39,0.83,5.5,0.98,-0.84,0.94,-5.34,0.9,3.41,0.87,4.82,1.32
2024-08-05,Jump,Land,Isometric,90.58,Andreas Christensen,0.98,0.39,0.83,5.5,0.98,-0.84,0.94,-5.34,0.9,3.41,0.87,4.82,1.32
2024-08-05,Jump,Land,Dynamic,109.21,Andreas Christensen,0.98,0.39,0.83,5.5,0.98,-0.84,0.94,-5.34,0.9,3.41,0.87,4.82,1.32
2024-08-05,Agility,Acceleration,Isometric,104.91,Marcos Alonso,0.86,7.88,0.93,3.3,0.86,5.06,0.92,1.69,0.85,3.56,0.82,-8.65,2.14
2024-08-05,Agility,Acceleration,Dynamic,92.68,Marcos Alonso,0.86,7.88,0.93,3.3,0.86,5.06,0.92,1.69,0.85,3.56,0.82,-8.65,2.14
2024-08-05,Sprint,Max velocity,Isometric,93.8,Marcos Alonso,0.86,7.88,0.93,3.3,0.86,5.06,0.92,1.69,0.85,3.56,0.82,-8.65,2.14
2024-08-05,Sprint,Max velocity,Dynamic,106.12,Marcos Alonso,0.86,7.88,0.93,3.3,0.86,5.06,0.92,1.69,0.85,3.56,0.82,-8.65,2.14
2024-08-05,Upper Body,Push,Isometric,101.36,Marcos Alonso,0.86,7.88,0.93,3.3,0.86,5.06,0.92,1.69,0.85,3.56,0.82,-8.65,2.14
2024-08-05,Upper Body,Push,Dynamic,91.5,Marcos Alonso,0.86,7.88,0.93,3.3,0.86,5.06,0.92,1.69,0.85,3.56,0.82,-8.65,2.14
2024-08-05,Upper Body,Pull,Isometric,102.66,Marcos Alonso,0.86,7.88,0.93,3.3,0.86,5.06,0.92,1.69,0.85,3.56,0.82,-8.65,2.14
2024-08-05,Upper Body,Pull,Dynamic,100.84,Marcos Alonso,0.86,7.88,0.93,3.3,0.86,5.06,0.92,1.69,0.85,3.56,0.82,-8.65,2.14
2024-08-05,Jump,Take off,Isometric,95.3,Marcos Alonso,0.86,7.88,0.93,3.3,0.86,5.06,0.92,1.69,0.85,3.56,0.82,-8.65,2.14
2024-08-05,Jump,Take off,Dynamic,106.0,Marcos Alonso,0.86,7.88,0.93,3.3,0.86,5.06,0.92,1.69,0.85,3.56,0.82,-8.65,2.14
2024-08-05,Jump,Land,Isometric,91.51,Marcos Alonso,0.86,7.88,0.93,3.3,0.86,5.06,0.92,1.69,0.85,3.56,0.82,-8.65,2.14
2024-08-05,Jump,Land,Dynamic,99.04,Marcos Alonso,0.86,7.88,0.93,3.3,0.86,5.06,0.92,1.69,0.85,3.56,0.82,-8.65,2.14
2024-08-05,Agility,Acceleration,Isometric,94.98,N'Golo Kanté,0.82,0.5,0.87,3.51,0.9,-6.96,0.86,-0.48,0.93,-5.53,,,-1.79
2024-08-05,Agility,Acceleration,Dynamic,105.64,N'Golo Kanté,0.82,0.5,0.87,3.51,0.9,-6.96,0.86,-0.48,0.93,-5.53,,,-1.79
2024-08-05,Sprint,Max velocity,Isometric,94.07,N'Golo Kanté,0.82,0.5,0.87,3.51,0.9,-6.96,0.86,-0.48,0.93,-5.53,,,-1.79
2024-08-05,Sprint,Max velocity,Dynamic,97.85,N'Golo Kanté,0.82,0.5,0.87,3.51,0.9,-6.96,0.86,-0.48,0.93,-5.53,,,-1.79
2024-08-05,Upper Body,Push,Isometric,105.64,N'Golo Kanté,0.82,0.5,0.87,3.51,0.9,-6.96,0.86,-0.48,0.93,-5.53,,,-1.79
2024-08-05,Upper Body,Push,Dynamic,97.21,N'Golo Kanté,0.82,0.5,0.87,3.51,0.9,-6.96,0.86,-0.48,0.93,-5.53,,,-1.79
2024-08-05,Upper Body,Pull,Isometric,107.6,N'Golo Kanté,0.82,0.5,0.87,3.51,0.9,-6.96,0.86,-0.48,0.93,-5.53,,,-1.79
2024-08-05,Upper Body,Pull,Dynamic,109.73,N'Golo Kanté,0.82,0.5,0.87,3.51,0.9,-6.96,0.86,-0.48,0.93,-5.53,,,-1.79
2024-08-05,Jump,Take off,Isometric,98.07,N'Golo Kanté,0.82,0.5,0.87,3.51,0.9,-6.96,0.86,-0.48,0.93,-5.53,,,-1.79
2024-08-05,Jump,Take off,Dynamic,100.93,N'Golo Kanté,0.82,0.5,0.87,3.51,0.9,-6.96,0.86,-0.48,0.93,-5.53,,,-1.79
2024-08-05,Jump,Land,Isometric,97.32,N'Golo Kanté,0.82,0.5,0.87,3.51,0.9,-6.96,0.86,-0.48,0.93,-5.53,,,-1.79
2024-08-05,Jump,Land,Dynamic,91.07,N'Golo Kanté,0.82,0.5,0.87,3.51,0.9,-6.96,0.86,-0.48,0.93,-5.53,,,-1.79
2024-08-05,Agility,Acceleration,Isometric,98.13,Jorginho,0.87,-0.41,0.91,4.08,,,0.83,-7.1,0.97,5.49,0.9,-9.89,-1.57
2024-08-05,Agility,Acceleration,Dynamic,98.55,Jorginho,0.87,-0.41,0.91,4.08,,,0.83,-7.1,0.97,5.49,0.9,-9.89,-1.57
2024-08-05,Sprint,Max velocity,Isometric,91.71,Jorginho,0.87,-0.41,0.91,4.08,,,0.83,-7.1,0.97,5.49,0.9,-9.89,-1.57
2024-08-05,Sprint,Max velocity,Dynamic,103.82,Jorginho,0.87,-0.41,0.91,4.08,,,0.83,-7.1,0.97,5.49,0.9,-9.89,-1.57
2024-08-05,Upper Body,Push,Isometric,92.9,Jorginho,0.87,-0.41,0.91,4.08,,,0.83,-7.1,0.97,5.49,0.9,-9.89,-1.57
2024-08-05,Upper Body,Push,Dynamic,90.59,Jorginho,0.87,-0.41,0.91,4.08,,,0.83,-7.1,0.97,5.49,0.9,-9.89,-1.57
2024-08-05,Upper Body,Pull,Isometric,103.05,Jorginho,0.87,-0.41,0.91,4.08,,,0.83,-7.1,0.97,5.49,0.9,-9.89,-1.57
2024-08-05,Upper Body,Pull,Dynamic,106.06,Jorginho,0.87,-0.41,0.91,4.08,,,0.83,-7.1,0.97,5.49,0.9,-9.89,-1.57
2024-08-05,Jump,Take off,Isometric,109.53,Jorginho,0.87,-0.41,0.91,4.08,,,0.83,-7.1,0.97,5.49,0.9,-9.89,-1.57
2024-08-05,Jump,Take off,Dynamic,101.32,Jorginho,0.87,-0.41,0.91,4.08,,,0.83,-7.1,0.97,5.49,0.9,-9.89,-1.57
2024-08-05,Jump,Land,Isometric,107.01,Jorginho,0.87,-0.41,0.91,4.08,,,0.83,-7.1,0.97,5.49,0.9,-9.89,-1.57
2024-08-05,Jump,Land,Dynamic,108.63,Jorginho,0.87,-0.41,0.91,4.08,,,0.83,-7.1,0.97,5.49,0.9,-9.89,-1.57
2024-08-05,Agility,Acceleration,Isometric,108.92,Mason Mount,0.86,7.86,0.87,-9.71,0.92,-8.74,0.97,4.51,0.99,-1.24,0.98,6.55,-0.13
2024-08-05,Agility,Acceleration,Dynamic,109.37,Mason Mount,0.86,7.86,0.87,-9.71,0.92,-8.74,0.97,4.51,0.99,-1.24,0.98,6.55,-0.13
2024-08-05,Sprint,Max velocity,Isometric,95.98,Mason Mount,0.86,7.86,0.87,-9.71,0.92,-8.74,0.97,4.51,0.99,-1.24,0.98,6.55,-0.13
2024-08-05,Sprint,Max velocity,Dynamic,100.22,Mason Mount,0.86,7.86,0.87,-9.71,0.92,-8.74,0.97,4.51,0.99,-1.24,0.98,6.55,-0.13
2024-08-05,Upper Body,Push,Isometric,95.99,Mason Mount,0.86,7.86,0.87,-9.71,0.92,-8.74,0.97,4.51,0.99,-1.24,0.98,6.55,-0.13
2024-08-05,Upper Body,Push,Dynamic,94.84,Mason Mount,0.86,7.86,0.87,-9.71,0.92,-8.74,0.97,4.51,0.99,-1.24,0.98,6.55,-0.13
2024-08-05,Upper Body,Pull,Isometric,98.42,Mason Mount,0.86,7.86,0.87,-9.71,0.92,-8.74,0.97,4.51,0.99,-1.24,0.98,6.55,-0.13
2024-08-05,Upper Body,Pull,Dynamic,108.91,Mason Mount,0.86,7.86,0.87,-9.71,0.92,-8.74,0.97,4.51,0.99,-1.24,0.98,6.55,-0.13
2024-08-05,Jump,Take off,Isometric,101.99,Mason Mount,0.86,7.86,0.87,-9.71,0.92,-8.74,0.97,4.51,0.99,-1.24,0.98,6.55,-0.13
2024-08-05,Jump,Take off,Dynamic,97.66,Mason Mount,0.86,7.86,0.87,-9.71,0.92,-8.74,0.97,4.51,0.99,-1.24,0.98,6.55,-0.13
2024-08-05,Jump,Land,Isometric,96.21,Mason Mount,0.86,7.86,0.87,-9.71,0.92,-8.74,0.97,4.51,0.99,-1.24,0.98,6.55,-0.13
2024-08-05,Jump,Land,Dynamic,104.38,Mason Mount,0.86,7.86,0.87,-9.71,0.92,-8.74,0.97,4.51,0.99,-1.24,0.98,6.55,-0.13
2024-08-05,Agility,Acceleration,Isometric,107.51,Kai Havertz,0.95,4.11,0.96,1.69,0.9,7.59,0.91,0.1,0.93,6.51,0.82,3.82,3.97
2024-08-05,Agility,Acceleration,Dynamic,92.36,Kai Havertz,0.95,4.11,0.96,1.69,0.9,7.59,0.91,0.1,0.93,6.51,0.82,3.82,3.97
2024-08-05,Sprint,Max velocity,Isometric,104.95,Kai Havertz,0.95,4.11,0.96,1.69,0.9,7.59,0.91,0.1,0.93,6.51,0.82,3.82,3.97
2024-08-05,Sprint,Max velocity,Dynamic,90.0,Kai Havertz,0.95,4.11,0.96,1.69,0.9,7.59,0.91,0.1,0.93,6.51,0.82,3.82,3.97
2024-08-05,Upper Body,Push,Isometric,104.61,Kai Havertz,0.95,4.11,0.96,1.69,0.9,7.59,0.91,0.1,0.93,6.51,0.82,3.82,3.97
2024-08-05,Upper Body,Push,Dynamic,104.21,Kai Havertz,0.95,4.11,0.96,1.69,0.9,7.59,0.91,0.1,0.93,6.51,0.82,3.82,3.97
2024-08-05,Upper Body,Pull,Isometric,103.54,Kai Havertz,0.95,4.11,0.96,1.69,0.9,7.59,0.91,0.1,0.93,6.51,0.82,3.82,3.97
2024-08-05,Upper Body,Pull,Dynamic,109.75,Kai Havertz,0.95,4.11,0.96,1.69,0.9,7.59,0.91,0.1,0.93,6.51,0.82,3.82,3.97
2024-08-05,Jump,Take off,Isometric,104.19,Kai Havertz,0.95,4.11,0.96,1.69,0.9,7.59,0.91,0.1,0.93,6.51,0.82,3.82,3.97
2024-08-05,Jump,Take off,Dynamic,90.18,Kai Havertz,0.95,4.11,0.96,1.69,0.9,7.59,0.91,0.1,0.93,6.51,0.82,3.82,3.97
2024-08-05,Jump,Land,Isometric,99.44,Kai Havertz,0.95,4.11,0.96,1.69,0.9,7.59,0.91,0.1,0.93,6.51,0.82,3.82,3.97
2024-08-05,Jump,Land,Dynamic,101.34,Kai Havertz,0.95,4.11,0.96,1.69,0.9,7.59,0.91,0.1,0.93,6.51,0.82,3.82,3.97
2024-08-05,Agility,Acceleration,Isometric,101.07,Christian Pulisic,0.88,5.45,0.87,6.01,0.8,7.2,0.88,-5.61,0.99,-1.95,0.95,-5.68,0.9
2024-08-05,Agility,Acceleration,Dynamic,103.68,Christian Pulisic,0.88,5.45,0.87,6.01,0.8,7.2,0.88,-5.61,0.99,-1.95,0.95,-5.68,0.9
2024-08-05,Sprint,Max velocity,Isometric,100.68,Christian Pulisic,0.88,5.45,0.87,6.01,0.8,7.2,0.88,-5.61,0.99,-1.95,0.95,-5.68,0.9
2024-08-05,Sprint,Max velocity,Dynamic,91.66,Christian Pulisic,0.88,5.45,0.87,6.01,0.8,7.2,0.88,-5.61,0.99,-1.95,0.95,-5.68,0.9
2024-08-05,Upper Body,Push,Isometric,97.95,Christian Pulisic,0.88,5.45,0.87,6.01,0.8,7.2,0.88,-5.61,0.99,-1.95,0.95,-5.68,0.9
2024-08-05,Upper Body,Push,Dynamic,103.23,Christian Pulisic,0.88,5.45,0.87,6.01,0.8,7.2,0.88,-5.61,0.99,-1.95,0.95,-5.68,0.9
2024-08-05,Upper Body,Pull,Isometric,95.3,Christian Pulisic,0.88,5.45,0.87,6.01,0.8,7.2,0.88,-5.61,0.99,-1.95,0.95,-5.68,0.9
2024-08-05,Upper Body,Pull,Dynamic,96.46,Christian Pulisic,0.88,5.45,0.87,6.01,0.8,7.2,0.88,-5.61,0.99,-1.95,0.95,-5.68,0.9
2024-08-05,Jump,Take off,Isometric,90.66,Christian Pulisic,0.88,5.45,0.87,6.01,0.8,7.2,0.88,-5.61,0.99,-1.95,0.95,-5.68,0.9
2024-08-05,Jump,Take off,Dynamic,106.97,Christian Pulisic,0.88,5.45,0.87,6.01,0.8,7.2,0.88,-5.61,0.99,-1.95,0.95,-5.68,0.9
2024-08-05,Jump,Land,Isometric,102.21,Christian Pulisic,0.88,5.45,0.87,6.01,0.8,7.2,0.88,-5.61,0.99,-1.95,0.95,-5.68,0.9
2024-08-05,Jump,Land,Dynamic,94.6,Christian Pulisic,0.88,5.45,0.87,6.01,0.8,7.2,0.88,-5.61,0.99,-1.95,0.95,-5.68,0.9
2024-08-05,Agility,Acceleration,Isometric,104.42,Mateo Kovačić,0.82,-7.78,0.87,6.61,0.87,-8.55,0.8,-9.71,0.91,-2.11,0.84,-7.75,-4.88
2024-08-05,Agility,Acceleration,Dynamic,106.55,Mateo Kovačić,0.82,-7.78,0.87,6.61,0.87,-8.55,0.8,-9.71,0.91,-2.11,0.84,-7.75,-4.88
2024-08-05,Sprint,Max velocity,Isometric,99.36,Mateo Kovačić,0.82,-7.78,0.87,6.61,0.87,-8.55,0.8,-9.71,0.91,-2.11,0.84,-7.75,-4.88
2024-08-05,Sprint,Max velocity,Dynamic,94.84,Mateo Kovačić,0.82,-7.78,0.87,6.61,0.87,-8.55,0.8,-9.71,0.91,-2.11,0.84,-7.75,-4.88
2024-08-05,Upper Body,Push,Isometric,94.97,Mateo Kovačić,0.82,-7.78,0.87,6.61,0.87,-8.55,0.8,-9.71,0.91,-2.11,0.84,-7.75,-4.88
2024-08-05,Upper Body,Push,Dynamic,104.57,Mateo Kovačić,0.82,-7.78,0.87,6.61,0.87,-8.55,0.8,-9.71,0.91,-2.11,0.84,-7.75,-4.88
2024-08-05,Upper Body,Pull,Isometric,106.27,Mateo Kovačić,0.82,-7.78,0.87,6.61,0.87,-8.55,0.8,-9.71,0.91,-2.11,0.84,-7.75,-4.88
2024-08-05,Upper Body,Pull,Dynamic,101.11,Mateo Kovačić,0.82,-7.78,0.87,6.61,0.87,-8.55,0.8,-9.71,0.91,-2.11,0.84,-7.75,-4.88
2024-08-05,Jump,Take off,Isometric,99.39,Mateo Kovačić,0.82,-7.78,0.87,6.61,0.87,-8.55,0.8,-9.71,0.91,-2.11,0.84,-7.75,-4.88
2024-08-05,Jump,Take off,Dynamic,95.56,Mateo Kovačić,0.82,-7.78,0.87,6.61,0.87,-8.55,0.8,-9.71,0.91,-2.11,0.84,-7.75,-4.88
2024-08-05,Jump,Land,Isometric,95.17,Mateo Kovačić,0.82,-7.78,0.87,6.61,0.87,-8.55,0.8,-9.71,0.91,-2.11,0.84,-7.75,-4.88
